SYMBOL	PROBEID	CHR	STRAND	CHRLOCSTART	CHRLOCEND	GENENAME
Brf2	ILMN_1258583	8	-	-27123832	-27128632	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like
Mnf1	ILMN_2877367	17	-	-27122665	-27133891	mitochondrial nucleoid factor 1
Fam163b	ILMN_2595441	2	-	-27110379	-27142477	family with sequence similarity 163, member B
Jam3	ILMN_2633439	9	-	-27097384	-27155421	junction adhesion molecule 3
Ect2	ILMN_1239773	3	-	-27097222	-27153878	ect2 oncogene
Tmem8c	ILMN_1250757	2	-	-27061636	-27072161	transmembrane protein 8C
Slc2a6	ILMN_2618918	2	-	-27021367	-27027998	solute carrier family 2 (facilitated glucose transporter), member 6
Bak1	ILMN_2945835	17	-	-27019812	-27028626	BCL2-antagonist/killer 1
Vps26b	ILMN_2631192	9	-	-27004502	-27030094	vacuolar protein sorting 26 homolog B (yeast)
Lama2	ILMN_2769479	10	-	-26981285	-27616942	laminin, alpha 2
Acad8	ILMN_2615170	9	-	-26974139	-26999549	acyl-Coenzyme A dehydrogenase family, member 8
Gmnc	ILMN_2529877	16	-	-26957235	-26989974	geminin coiled-coil domain containing
Rexo4	ILMN_2736209	2	-	-26953563	-26964386	REX4, RNA exonuclease 4 homolog (S. cerevisiae)
Cuta	ILMN_2669540	17	-	-26937973	-26939478	cutA divalent cation tolerance homolog (E. coli)
Surf4	ILMN_2595846	2	-	-26920041	-26933511	surfeit gene 4
Appl1	ILMN_1237942	14	-	-26918988	-26970551	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
Surf1	ILMN_2657141	2	-	-26913378	-26916530	surfeit gene 1
Gm6121	ILMN_3083227	X	-	-26912744	-26935669	predicted gene 6121
Med22	ILMN_3041056	2	-	-26905267	-26910642	mediator complex subunit 22
Surf6	ILMN_2753108	2	-	-26890772	-26902813	surfeit gene 6
Abo	ILMN_2824780	2	-	-26842503	-26864979	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase, transferase B, alpha 1-3-galactosyltransferase)
Nkx2-5	ILMN_2727695	17	-	-26838665	-26841565	NK2 homeobox 5
Glb1l3	ILMN_2752181	9	-	-26817953	-26860823	galactosidase, beta 1 like 3
Hdgfl1	ILMN_2874380	13	-	-26768172	-26770165	hepatoma derived growth factor-like 1
Glb1l2	ILMN_2755372	9	-	-26763044	-26806417	galactosidase, beta 1-like 2
4931408C20Rik	ILMN_3010442	1	-	-26681801	-26687460	RIKEN cDNA 4931408C20 gene
Gm14525	ILMN_1214597	X	-	-26672778	-26702638	predicted gene 14525
Lcn4	ILMN_3005154	2	-	-26667674	-26671282	lipocalin 4
Cyp2b23	ILMN_1235256	7	-	-26665227	-26686430	cytochrome P450, family 2, subfamily b, polypeptide 23
Pde12	ILMN_1237621	14	-	-26664117	-26669846	phosphodiesterase 12
Vmn1r185	ILMN_2437192	7	-	-26611119	-26612078	vomeronasal 1 receptor 185
Agpat2	ILMN_1215901	2	-	-26593057	-26604417	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)
Fbxl7	ILMN_2514587	15	-	-26540459	-26895564	F-box and leucine-rich repeat protein 7
Slx	ILMN_3083227	X	-	-26522657	-26545565	Sycp3 like X-linked
Dusp1	ILMN_2622983	17	-	-26505591	-26508472	dual specificity phosphatase 1
Tmem207	ILMN_2529874	16	-	-26503793	-26526771	transmembrane protein 207
Vrk2	ILMN_1255562	11	-	-26471402	-26593920	vaccinia related kinase 2
4930584F24Rik	ILMN_2749106	5	-	-26460070	-26493314	RIKEN cDNA 4930584F24 gene
Notch1	ILMN_1241915	2	-	-26457902	-26503822	notch 1
Rsad2	ILMN_1225204	12	-	-26442743	-26456452	radical S-adenosyl methionine domain containing 2
Slmap	ILMN_1224516	14	-	-26413175	-26533740	sarcolemma associated protein
Sec16a	ILMN_1225772	2	-	-26409431	-26445216	SEC16 homolog A (S. cerevisiae)
Inpp5e	ILMN_1217560	2	-	-26396249	-26409188	inositol polyphosphate-5-phosphatase E
Sdccag3	ILMN_1212759	2	-	-26382800	-26389316	serologically defined colon cancer antigen 3
Nlrp9c	ILMN_2646906	7	-	-26364887	-26394243	NLR family, pyrin domain containing 9C
Snapc4	ILMN_2675433	2	-	-26362765	-26380653	small nuclear RNA activating complex, polypeptide 4
Cldn1	ILMN_2870295	16	-	-26356646	-26371839	claudin 1
Card9	ILMN_1247738	2	-	-26352312	-26359547	caspase recruitment domain family, member 9
Dnlz	ILMN_1226151	2	-	-26348118	-26352110	DNL-type zinc finger
Manea	ILMN_2663065	4	-	-26324506	-26346652	mannosidase, endo-alpha
Rnf144a	ILMN_2678127	12	-	-26306798	-26415256	ring finger protein 144A
Gm2030	ILMN_1214597	X	-	-26286977	-26310044	predicted gene 2030
L3mbtl3	ILMN_2641874	10	-	-26275452	-26375185	l(3)mbt-like 3 (Drosophila)
4932418E24Rik	ILMN_2616111	2	-	-26271647	-26294557	RIKEN cDNA 4932418E24 gene
Gm20857	ILMN_2852764	Y	-	-26241092	-26267093	Sycp3 like Y-linked pseudogene
Gm20858	ILMN_2852764	Y	-	-26241092	-26267093	Sycp3 like Y-linked pseudogene
Itfg3	ILMN_2748941	17	-	-26212692	-26244242	integrin alpha FG-GAP repeat containing 3
Qsox2	ILMN_2673868	2	-	-26209130	-26237420	quiescin Q6 sulfhydryl oxidase 2
Tmem254a	ILMN_2693858	14	-	-26202667	-26207041	transmembrane protein 254a
Gm2012	ILMN_3083227	X	-	-26200883	-26231323	predicted gene 2012
Lhx3	ILMN_1236482	2	-	-26200212	-26206556	LIM homeobox protein 3
Arhgdig	ILMN_1240164	17	-	-26199183	-26201350	Rho GDP dissociation inhibitor (GDI) gamma
Pdia2	ILMN_1215125	17	-	-26195999	-26199087	protein disulfide isomerase associated 2
Plac9a	ILMN_2710159	14	-	-26167787	-26182273	placenta specific 9a
Gm10220	ILMN_1224506	5	-	-26114764	-26121425	predicted gene 10220
5031410I06Rik	ILMN_1224506	5	-	-26098668	-26105314	RIKEN cDNA 5031410I06 gene
Nme4	ILMN_1233339	17	-	-26091745	-26095470	NME/NM23 nucleoside diphosphate kinase 4
Gm10471	ILMN_1224506	5	-	-26082172	-26089264	predicted gene 10471
Decr2	ILMN_2705848	17	-	-26081211	-26090164	2-4-dienoyl-Coenzyme A reductase 2, peroxisomal
Nacc2	ILMN_2597978	2	-	-26055536	-26122811	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing
Speer4a	ILMN_1221938	5	-	-26034270	-26039505	spermatogenesis associated glutamate (E)-rich protein 4a
Gm5168	ILMN_2782556	X	-	-26028214	-26051041	predicted gene 5168
Hook3	ILMN_1229240	8	-	-26021421	-26119224	hook homolog 3 (Drosophila)
Fnta	ILMN_2648991	8	-	-25998722	-26015601	farnesyltransferase, CAAX box, alpha
Ubac1	ILMN_1241976	2	-	-25996958	-26021760	ubiquitin associated domain containing 1
Tmem200a	ILMN_2736212	10	-	-25991186	-26079052	transmembrane protein 200A
Rab11fip3	ILMN_1227748	17	-	-25989036	-26069177	RAB11 family interacting protein 3 (class II)
4930444A02Rik	ILMN_1256322	8	-	-25980604	-25994121	RIKEN cDNA 4930444A02 gene
Leprel1	ILMN_1249635	16	-	-25960323	-26105784	leprecan-like 1
Hgsnat	ILMN_2773699	8	-	-25944459	-25976744	heparan-alpha-glucosaminide N-acetyltransferase
Nhlrc4	ILMN_1246463	17	-	-25942233	-25944931	NHL repeat containing 4
Camsap1	ILMN_1251316	2	-	-25926838	-25983282	calmodulin regulated spectrin-associated protein 1
Pigq	ILMN_2877507	17	-	-25926424	-25941962	phosphatidylinositol glycan anchor biosynthesis, class Q
Rab40c	ILMN_2679513	17	-	-25882114	-25919714	Rab40c, member RAS oncogene family
Wfikkn1	ILMN_2495669	17	-	-25877628	-25880858	WAP, FS, Ig, KU, and NTR-containing protein 1
Fam195a	ILMN_2592010	17	-	-25863698	-25868738	family with sequence similarity 195, member A
Wdr90	ILMN_2530615	17	-	-25844734	-25861515	WD repeat domain 90
Sohlh1	ILMN_1242183	2	-	-25842997	-25847248	spermatogenesis and oogenesis specific basic helix-loop-helix 1
Rhot2	ILMN_2662962	17	-	-25838838	-25844851	ras homolog gene family, member T2
Rhbdl1	ILMN_2710802	17	-	-25834465	-25837127	rhomboid, veinlet-like 1 (Drosophila)
Stub1	ILMN_2628532	17	-	-25830636	-25833361	STIP1 homology and U-Box containing protein 1
Ash2l	ILMN_3075168	8	-	-25816870	-25847670	ash2 (absent, small, or homeotic)-like (Drosophila)
Cyp2s1	ILMN_2758264	7	-	-25802476	-25816530	cytochrome P450, family 2, subfamily s, polypeptide 1
Metrn	ILMN_2739843	17	-	-25794571	-25797045	meteorin, glial cell differentiation regulator
Glt6d1	ILMN_1230629	2	-	-25793967	-25815836	glycosyltransferase 6 domain containing 1
Fam173a	ILMN_1215218	17	-	-25790506	-25792284	family with sequence similarity 173, member A
Haghl	ILMN_2713586	17	-	-25782787	-25785586	hydroxyacylglutathione hydrolase-like
Bag4	ILMN_2607892	8	-	-25764539	-25785209	BCL2-associated athanogene 4
Axl	ILMN_2651715	7	-	-25756500	-25788733	AXL receptor tyrosine kinase
Msln	ILMN_1231379	17	-	-25748613	-25754327	mesothelin
Pot1a	ILMN_1259980	6	-	-25743735	-25809226	protection of telomeres 1A
Hnrnpul1	ILMN_1239335	7	-	-25736597	-25754701	heterogeneous nuclear ribonucleoprotein U-like 1
Ddhd2	ILMN_2564872	8	-	-25725324	-25754280	DDHD domain containing 2
Chtf18	ILMN_1232175	17	-	-25719030	-25727415	CTF18, chromosome transmission fidelity factor 18
Zcchc24	ILMN_1232465	14	-	-25711640	-25768856	zinc finger, CCHC domain containing 24
Ccdc97	ILMN_2605423	7	-	-25711117	-25719053	coiled-coil domain containing 97
Ppifos	ILMN_1213066	14	-	-25696356	-25701282	peptidylprolyl isomerase F, opposite strand
Xrcc2	ILMN_2483748	5	-	-25689816	-25705797	X-ray repair complementing defective repair in Chinese hamster cells 2
Celf4	ILMN_1215837	18	-	-25677880	-25753983	CUGBP, Elav-like family member 4
Tmem91	ILMN_2739111	7	-	-25669140	-25675166	transmembrane protein 91
Bckdha	ILMN_2727329	7	-	-25629852	-25658761	branched chain ketoacid dehydrogenase E1, alpha polypeptide
Fcna	ILMN_2718589	2	-	-25624667	-25627974	ficolin A
Tmem141	ILMN_2507494	2	-	-25620066	-25622005	transmembrane protein 141
5730522E02Rik	ILMN_1252073	11	-	-25616846	-26210576	RIKEN cDNA 5730522E02 gene
Gm7092	ILMN_3161671	7	-	-25614621	-25615892	predicted gene 7092
Fut9	ILMN_1256652	4	-	-25609333	-25800003	fucosyltransferase 9
4921530D09Rik	ILMN_2749622	2	-	-25608629	-25617678	RIKEN cDNA 4921530D09 gene
Rabl6	ILMN_1223447	2	-	-25583018	-25608446	RAB, member of RAS oncogene family-like 6
Letm2	ILMN_1245878	8	-	-25578490	-25597487	leucine zipper-EF-hand containing transmembrane protein 2
Gm996	ILMN_2527276	2	-	-25575416	-25580099	predicted gene 996
Phpt1	ILMN_2626143	2	-	-25573431	-25574871	phosphohistidine phosphatase 1
Sox8	ILMN_2784686	17	-	-25565893	-25570686	SRY-box containing gene 8
Mamdc4	ILMN_1258396	2	-	-25563115	-25571316	MAM domain containing 4
Gm1993	ILMN_2821951	X	-	-25548296	-25570452	predicted gene 1993
Smlr1	ILMN_2477136	10	-	-25527943	-25536272	small leucine-rich protein 1
Traf2	ILMN_1215661	2	-	-25517982	-25546894	TNF receptor-associated factor 2
Ceacam2	ILMN_1213074	7	-	-25516042	-25540004	carcinoembryonic antigen-related cell adhesion molecule 2
C8g	ILMN_2637180	2	-	-25498650	-25501719	complement component 8, gamma polypeptide
Lcn12	ILMN_2660461	2	-	-25490845	-25493911	lipocalin 12
Sstr5	ILMN_1232317	17	-	-25489875	-25497288	somatostatin receptor 5
Ptgds	ILMN_1248316	2	-	-25466712	-25469749	prostaglandin D2 synthase (brain)
Ceacam1	ILMN_1213074	7	-	-25461702	-25477625	carcinoembryonic antigen-related cell adhesion molecule 1
BC029214	ILMN_2768209	2	-	-25459488	-25461094	cDNA sequence BC029214
Nlgn1	ILMN_1222411	3	-	-25431841	-26331909	neuroligin 1
Cxcl17	ILMN_1226394	7	-	-25400053	-25412886	chemokine (C-X-C motif) ligand 17
Lipe	ILMN_2552000	7	-	-25379527	-25395987	lipase, hormone sensitive
Cacna1h	ILMN_1246201	17	-	-25374287	-25433783	calcium channel, voltage-dependent, T type, alpha 1H subunit
Cnfn	ILMN_1219178	7	-	-25367616	-25369724	cornifelin
Basp1	ILMN_2611812	15	-	-25363277	-25413764	brain abundant, membrane attached signal protein 1
Uap1l1	ILMN_2467800	2	-	-25361492	-25365626	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1
Dpp7	ILMN_2749737	2	-	-25352290	-25356332	dipeptidylpeptidase 7
Tpsab1	ILMN_2705860	17	-	-25343245	-25345562	tryptase alpha/beta 1
Pafah1b3	ILMN_2640971	7	-	-25295049	-25297955	platelet-activating factor acetylhydrolase, isoform 1b, subunit 3
Grin1	ILMN_1216667	2	-	-25292247	-25319163	glutamate receptor, ionotropic, NMDA1 (zeta 1)
Gm5169	ILMN_3083227	X	-	-25277483	-25301455	predicted gene 5169
Gm20172	ILMN_1244190	1	-	-25276404	-25277954	predicted gene, 20172
Kmt2c	ILMN_1224231	5	-	-25271794	-25498783	lysine (K)-specific methyltransferase 2C
Ssna1	ILMN_3161639	2	-	-25271039	-25272418	Sjogren's syndrome nuclear autoantigen 1
Ube2i	ILMN_2417991	17	-	-25260511	-25274310	ubiquitin-conjugating enzyme E2I
Nrsn1	ILMN_1231196	13	-	-25252039	-25269996	neurensin 1
Ufl1	ILMN_1224227	4	-	-25248586	-25281821	UFM1 specific ligase 1
Ndor1	ILMN_1226135	2	-	-25244813	-25255414	NADPH dependent diflavin oxidoreductase 1
Baiap3	ILMN_1214015	17	-	-25242659	-25256364	BAI1-associated protein 3
Erf	ILMN_2650998	7	-	-25242560	-25250758	Ets2 repressor factor
2310002J15Rik	ILMN_2892211	2	-	-25238819	-25239897	RIKEN cDNA 2310002J15 gene
Gm757	ILMN_1229324	2	-	-25234476	-25236787	predicted gene 757
Gnptg	ILMN_2617865	17	-	-25234318	-25240116	N-acetylglucosamine-1-phosphotransferase, gamma subunit
Slc34a3	ILMN_1258111	2	-	-25228897	-25234234	solute carrier family 34 (sodium phosphate), member 3
Gsk3a	ILMN_2532516	7	-	-25228259	-25237851	glycogen synthase kinase 3 alpha
Tubb4b	ILMN_2702061	2	-	-25222158	-25224702	tubulin, beta 4B class IVB
4933433C11Rik	ILMN_1232047	2	-	-25212559	-25214630	RIKEN cDNA 4933433C11 gene
Dedd2	ILMN_1223015	7	-	-25202840	-25219859	death effector domain-containing DNA binding protein 2
Fhl5	ILMN_2663977	4	-	-25199909	-25242876	four and a half LIM domains 5
Nelfb	ILMN_2655803	2	-	-25199712	-25211489	negative elongation factor complex member B, Cobra1
Tor4a	ILMN_1219067	2	-	-25192720	-25196813	torsin family 4, member A
Akap7	ILMN_2421055	10	-	-25169090	-25299163	A kinase (PRKA) anchor protein 7
Tacc1	ILMN_1217174	8	-	-25154552	-25201449	transforming, acidic coiled-coil containing protein 1
Tpgs2	ILMN_1218209	18	-	-25136039	-25168877	tubulin polyglutamylase complex subunit 2
Herpud2	ILMN_1228733	9	-	-25108130	-25151781	HERPUD family member 2
Telo2	ILMN_1224134	17	-	-25099569	-25115967	TEL2, telomere maintenance 2, homolog (S. cerevisiae)
Id2	ILMN_1228557	12	-	-25093799	-25096092	inhibitor of DNA binding 2
Pou2f2	ILMN_2687602	7	-	-25091115	-25132460	POU domain, class 2, transcription factor 2
Noxa1	ILMN_2657776	2	-	-25085670	-25095205	NADPH oxidase activator 1
Bai3	ILMN_1218245	1	-	-25067476	-25829707	brain-specific angiogenesis inhibitor 3
Tmem204	ILMN_3162005	17	-	-25057702	-25081114	transmembrane protein 204
Plekha2	ILMN_1214118	8	-	-25039144	-25101811	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2
Htra4	ILMN_2669289	8	-	-25024928	-25038962	HtrA serine peptidase 4
Grik5	ILMN_2483633	7	-	-25009851	-25072369	glutamate receptor, ionotropic, kainate 5 (gamma 2)
Mrs2	ILMN_1253039	13	-	-24992483	-25020379	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)
Atp1a3	ILMN_3162695	7	-	-24978169	-25005895	ATPase, Na+/K+ transporting, alpha 3 polypeptide
Mrpl41	ILMN_1249937	2	-	-24972470	-24975098	mitochondrial ribosomal protein L41
Rabac1	ILMN_1244857	7	-	-24969750	-24972728	Rab acceptor 1 (prenylated)
Cramp1l	ILMN_1242644	17	-	-24961226	-25015230	Crm, cramped-like (Drosophila)
Tmem229a	ILMN_1254798	6	-	-24951141	-24956125	transmembrane protein 229A
Adam9	ILMN_2649502	8	-	-24949611	-25016922	a disintegrin and metallopeptidase domain 9 (meltrin gamma)
Hn1l	ILMN_2851251	17	-	-24942470	-24960623	hematological and neurological expressed 1-like
Arrdc1	ILMN_1255050	2	-	-24925355	-24935281	arrestin domain containing 1
Cbwd1	ILMN_2709864	19	-	-24919916	-24961616	COBW domain containing 1
Arg1	ILMN_2775157	10	-	-24915207	-24927470	arginase, liver
Aldh5a1	ILMN_2490536	13	-	-24907579	-24937661	aldhehyde dehydrogenase family 5, subfamily A1
Foxd4	ILMN_2744317	19	-	-24898965	-24901309	forkhead box D4
Mapk8ip3	ILMN_1253744	17	-	-24897506	-24936977	mitogen-activated protein kinase 8 interacting protein 3
Eme2	ILMN_1224485	17	-	-24892152	-24895087	essential meiotic endonuclease 1 homolog 2 (S. pombe)
Nubp2	ILMN_2723438	17	-	-24882611	-24886350	nucleotide binding protein 2
Lypd4	ILMN_2600135	7	-	-24864620	-24869691	Ly6/Plaur domain containing 4
Prkag2	ILMN_3161626	5	-	-24862735	-25100642	protein kinase, AMP-activated, gamma 2 non-catalytic subunit
Fahd1	ILMN_1218891	17	-	-24848896	-24850302	fumarylacetoacetate hydrolase domain containing 1
Adam32	ILMN_2649346	8	-	-24836143	-24948804	a disintegrin and metallopeptidase domain 32
Acot13	ILMN_2961626	13	-	-24817955	-24831489	acyl-CoA thioesterase 13
Rheb	ILMN_2774813	5	-	-24802823	-24842361	Ras homolog enriched in brain
Ehmt1	ILMN_2603660	2	-	-24790773	-24919590	euchromatic histone methyltransferase 1
Enpp3	ILMN_1258381	10	-	-24773814	-24836195	ectonucleotide pyrophosphatase/phosphodiesterase 3
Gm5935	ILMN_2821951	X	-	-24753162	-24775164	predicted gene 5935
Gmnn	ILMN_2697069	13	-	-24751845	-24761937	geminin
Crygn	ILMN_2774572	5	-	-24751002	-24757843	crystallin, gamma N
Cd177	ILMN_1225233	7	-	-24743983	-24760311	CD177 antigen
Tbx20	ILMN_1260194	9	-	-24740248	-24774303	T-box 20
Adam5	ILMN_2534862	8	-	-24732984	-24824369	a disintegrin and metallopeptidase domain 5
Gm4763	ILMN_1246202	7	-	-24722494	-24724290	predicted gene 4763
Ndufb10	ILMN_2691261	17	-	-24722067	-24724388	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10
Rnf151	ILMN_2648122	17	-	-24715840	-24718057	ring finger protein 151
Wdr86	ILMN_2714278	5	-	-24712269	-24730680	WD repeat domain 86
Tbl3	ILMN_2616786	17	-	-24700653	-24707653	transducin (beta)-like 3
Gfer	ILMN_1219169	17	-	-24693191	-24696156	growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)
Syngr3	ILMN_2655862	17	-	-24685092	-24689949	synaptogyrin 3
Pgm5	ILMN_1220560	19	-	-24678261	-24861842	phosphoglucomutase 5
Adam3	ILMN_2772470	8	-	-24677234	-24725825	a disintegrin and metallopeptidase domain 3 (cyritestin)
Tex101	ILMN_2590670	7	-	-24668012	-24672050	testis expressed gene 101
Cys1	ILMN_1229578	12	-	-24665838	-24681795	cystin 1
Npw	ILMN_1258556	17	-	-24657330	-24658425	neuropeptide W
Enpp1	ILMN_1231851	10	-	-24641411	-24712102	ectonucleotide pyrophosphatase/phosphodiesterase 1
Slc9a3r2	ILMN_1218241	17	-	-24639282	-24650305	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2
Wasl	ILMN_1231129	6	-	-24632686	-24664995	Wiskott-Aldrich syndrome-like (human)
Klhl32	ILMN_1240069	4	-	-24617273	-24851086	kelch-like 32
Cacna1b	ILMN_1241072	2	-	-24606570	-24763047	calcium channel, voltage-dependent, N type, alpha 1B subunit
Adam18	ILMN_2942654	8	-	-24602246	-24674755	a disintegrin and metallopeptidase domain 18
Gm11346	ILMN_2729252	13	-	-24598125	-24604767	X-linked lymphocyte-regulated 5 pseudogene
Tsc2	ILMN_1214823	17	-	-24595937	-24632629	tuberous sclerosis 2
Smarcd3	ILMN_1248397	5	-	-24592622	-24602002	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
Ido1	ILMN_1223600	8	-	-24584141	-24597009	indoleamine 2,3-dioxygenase 1
Zfp575	ILMN_1228789	7	-	-24583838	-24587641	zinc finger protein 575
Slc39a6	ILMN_2681516	18	-	-24579881	-24603817	solute carrier family 39 (metal ion transporter), member 6
Abcf2	ILMN_1242066	5	-	-24565341	-24577467	ATP-binding cassette, sub-family F (GCN20), member 2
Gm4297	ILMN_2782556	X	-	-24552250	-24574895	predicted gene 4297
4931409K22Rik	ILMN_1259598	5	-	-24543434	-24555469	RIKEN cDNA 4931409K22 gene
Pinlyp	ILMN_1245238	7	-	-24541658	-24546005	phospholipase A2 inhibitor and LY6/PLAUR domain containing
Asb10	ILMN_2919777	5	-	-24532697	-24540448	ankyrin repeat and SOCS box-containing 10
Ido2	ILMN_2748392	8	-	-24531892	-24576333	indoleamine 2,3-dioxygenase 2
Rab26	ILMN_2718406	17	-	-24529054	-24533747	RAB26, member RAS oncogene family
Ndufa5	ILMN_1216007	6	-	-24518666	-24527687	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5
Traf7	ILMN_1235785	17	-	-24508850	-24527938	TNF receptor-associated factor 7
Gbx1	ILMN_2666236	5	-	-24504426	-24526848	gastrulation brain homeobox 1
Rprd1a	ILMN_1239180	18	-	-24484962	-24530204	regulation of nuclear pre-mRNA domain containing 1A
Fam122a	ILMN_2668661	19	-	-24475779	-24477474	family with sequence similarity 122, member A
Gm5934	ILMN_3083227	X	-	-24474308	-24500760	predicted gene 5934
Mlst8	ILMN_1238928	17	-	-24473550	-24479078	MTOR associated protein, LST8 homolog (S. cerevisiae)
Polr3a	ILMN_1255559	14	-	-24448694	-24487046	polymerase (RNA) III (DNA directed) polypeptide A
Tmub1	ILMN_2730829	5	-	-24445463	-24447846	transmembrane and ubiquitin-like domain containing 1
Iqub	ILMN_1248935	6	-	-24444865	-24515067	IQ motif and ubiquitin domain containing
E4f1	ILMN_2650893	17	-	-24443779	-24455311	E4F transcription factor 1
Fastk	ILMN_2672662	5	-	-24441040	-24445235	Fas-activated serine/threonine kinase
Dnase1l2	ILMN_2627406	17	-	-24440768	-24443101	deoxyribonuclease 1-like 2
1810011O10Rik	ILMN_1254307	8	-	-24437616	-24438946	RIKEN cDNA 1810011O10 gene
Irgc1	ILMN_2656211	7	-	-24431926	-24445682	immunity-related GTPase family, cinema 1
Pax8	ILMN_1256173	2	-	-24420560	-24475566	paired box gene 8
Cdk5	ILMN_1216721	5	-	-24418242	-24423530	cyclin-dependent kinase 5
Dpy19l1	ILMN_1256578	9	-	-24411779	-24503140	dpy-19-like 1 (C. elegans)
Atg9b	ILMN_2529797	5	-	-24384181	-24392143	autophagy related 9B
Tescl	ILMN_2631903	7	-	-24333080	-24333965	tescalcin-like
Kcnh2	ILMN_1244402	5	-	-24319589	-24351604	potassium voltage-gated channel, subfamily H (eag-related), member 2
Zfp94	ILMN_1231471	7	-	-24301704	-24316666	zinc finger protein 94
Pip5k1b	ILMN_2711562	19	-	-24294796	-24555827	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta
Zfp61	ILMN_1227451	7	-	-24291046	-24299549	zinc finger protein 61
Abca17	ILMN_1220528	17	-	-24264279	-24347252	ATP-binding cassette, sub-family A (ABC1), member 17
Fxn	ILMN_2670247	19	-	-24261453	-24280586	frataxin
Col19a1	ILMN_1220347	1	-	-24257683	-24587437	collagen, type XIX, alpha 1
Zfp109	ILMN_2982308	7	-	-24227795	-24237598	zinc finger protein 109
1600002H07Rik	ILMN_2650578	17	-	-24215056	-24220769	RIKEN cDNA 1600002H07 gene
Ntn3	ILMN_1220826	17	-	-24203843	-24209387	netrin 3
Zfp111	ILMN_2836693	7	-	-24193215	-24208149	zinc finger protein 111
Tbc1d24	ILMN_1222184	17	-	-24175431	-24205562	TBC1 domain family, member 24
Atp6v0c	ILMN_1239946	17	-	-24163866	-24169429	ATPase, H+ transporting, lysosomal V0 subunit C
Atp6v0c-ps2	ILMN_1239946	6	-	-24163865	-24169395	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2
Amdhd2	ILMN_2605556	17	-	-24155833	-24163733	amidohydrolase domain containing 2
Dlg5	ILMN_1253986	14	-	-24133953	-24245920	discs, large homolog 5 (Drosophila)
Taar9	ILMN_1224966	10	-	-24108488	-24109534	trace amine-associated receptor 9
Ino80c	ILMN_2613182	18	-	-24104761	-24121819	INO80 complex subunit C
Taar8c	ILMN_2983333	10	-	-24100843	-24101951	trace amine-associated receptor 8C
Tjp2	ILMN_1256328	19	-	-24094502	-24225026	tight junction protein 2
Taar8b	ILMN_1218142	10	-	-24091260	-24092294	trace amine-associated receptor 8B
Slc13a1	ILMN_2648523	6	-	-24088283	-24168092	solute carrier family 13 (sodium/sulfate symporters), member 1
Pdpk1	ILMN_2594855	17	-	-24073680	-24141594	3-phosphoinositide dependent protein kinase 1
Tbpl2	ILMN_2516015	2	-	-24071721	-24096595	TATA box binding protein like 2
Kctd5	ILMN_1239815	17	-	-24047720	-24073485	potassium channel tetramerisation domain containing 5
Lrrc16a	ILMN_2747022	13	-	-24012484	-24280790	leucine rich repeat containing 16A
Zfp191	ILMN_2421299	18	-	-24012267	-24020771	zinc finger protein 191
Fam135a	ILMN_1222197	1	-	-24010758	-24100341	family with sequence similarity 135, member A
Hnmt	ILMN_2713463	2	-	-24002913	-24049379	histamine N-methyltransferase
1110058L19Rik	ILMN_2679428	1	-	-23995939	-24005640	RIKEN cDNA 1110058L19 gene
Prss22	ILMN_2688287	17	-	-23993534	-23998100	protease, serine, 22
Taar7a	ILMN_2799145	10	-	-23992405	-23993481	trace amine-associated receptor 7A
Taar6	ILMN_2875720	10	-	-23984609	-23985646	trace amine-associated receptor 6
Fam189a2	ILMN_2531586	19	-	-23972750	-24031019	family with sequence similarity 189, member A2
Prss30	ILMN_1258386	17	-	-23972127	-23975230	protease, serine, 30
Tas2r118	ILMN_2706111	6	-	-23969161	-23970060	taste receptor, type 2, member 118
Bcl6	ILMN_1230353	16	-	-23965052	-23988612	B cell leukemia/lymphoma 6
Fam126a	ILMN_2771087	5	-	-23960936	-24030683	family with sequence similarity 126, member A
Scgn	ILMN_1227332	13	-	-23953457	-23991214	secretagogin, EF-hand calcium binding protein
Sbpl	ILMN_1253051	17	-	-23953085	-23955273	spermine binding protein-like
Hist1h2ba	ILMN_2589152	13	-	-23933773	-23934156	histone cluster 1, H2ba
Rtp2	ILMN_2530023	16	-	-23925548	-23930794	receptor transporter protein 2
Slc17a4	ILMN_2672147	13	-	-23897889	-23915007	solute carrier family 17 (sodium phosphate), member 4
Sst	ILMN_2729826	16	-	-23889581	-23890844	somatostatin
